id,str
1,[1]
2,[3]
3,[2]
4,[4]
5,[5]
6,[1]
2674,[19,212]
2679,[24,212]
2681,[26,206]
2697,[28,212]
2698,[28,214]
2716,[200]
2717,[6,256]
3193,[233,246,294]
3194,[212,233,282]
3195,[113,217,221]
3196,[185,186,212,248]
3197,[212,246,283,518]
3198,[67,214,242]
3199,[199,212,289]
3200,[56,82,83,107,264,269,271]
3201,[47,63,64,76,90,92,136,139,147,258,292,444,470]
3202,[54,56,61,69,83,96,116,224,263,271,438]
3203,[44,46,50,82,73,77,83,89,193,433,435,453]
3204,[37,72,82,84,87,123,176,269,439]
3205,[57,58,64,80,82,83,96,170,268,271,445]
3206,[40,79,80,116,119,125,128,134,147,154,183,434,480]
3207,[203]
3208,[512]
3209,[104,256,492]
3210,[102,204]
3211,[204]
3212,[60,85,123,200,468]
3213,[96,97,107,200,232]
3214,[61,68,69,83,96,108,224,263,269]
3215,[101,203]
3216,[101,198]
3217,[108,212,231]
3218,[110,251]
3219,[104,166,216]
3220,[112,219,228]
3221,[67,92,108,122,157,159]
3222,[106]
3223,[36,49,52,65,92,98,146,147,171,263,268,466]
3224,[48,55,59,66,94,103,131,135,239,299,436,466]
3225,[96,206,212,248]
3226,[49,50,59,73,83,86,89,92,121,165,269,299,436]
3227,[57,64,67,83,96,120,170,264,268]
3228,[53,72,85,86,89,108,234,268,439]
3229,[42,53,84,122,200,441]
3230,[52,73,96,117,125,138,146,168,241,269,449]
3231,[206,246,294]
3232,[231]
3233,[231,254,471]
3234,[231,233,294]
3235,[36,56,76,78,96,117,126,154,167,183,483]
3236,[70,71,79,97,121,195,232,292]
3237,[107,228]
3238,[70,71,75,96,98,156,196,481]
3239,[36,55,63,75,81,125,139,146,157,159,472,484]
3240,[42,45,93,95,98,99,195,441,508]
3241,[84,107,121,156,193]
3242,[71,107,194]
3243,[205]
3244,[52,65,98,103,114,145,157,159,484]
3245,[49,68,86,100,120,132,157,472]
3246,[66,75,98,100,122,196,459,461]
3247,[37,38,39,72,83,121,155,157,253]
3248,[53,96,100,115,121,122,156,179,459]
3249,[108,214,240]
3250,[231,252,284]
3251,[231,248,294]
3254,[101,265]
3255,[206,233,294]
3256,[83,206,231,233,246]
3257,[233,294]
3258,[231,233,294]
3259,[233,246,294]
3260,[233]
3261,[107,206]
3262,[206,294]
3263,[206,294]
3264,[206,294]
3265,[107,123,253]
3266,[112,210,221]
3267,[208,219]
3268,[219,240]
3269,[169,219]
3270,[219,242]
3271,[219,243]
3272,[160,219]
3273,[104,221]
3274,[104,244]
3275,[104,223,245]
3276,[113,214,219]
3277,[236,255]
3278,[216,270]
3279,[230,255]
3280,[113,204,235]
3281,[112,204,229]
3282,[148,456]
3283,[110,456]
3284,[104,222,247]
3285,[107,117,164]
3286,[113,236,251]
3287,[112,230,251]
3288,[37,41,46,59,68,72,80,89,95,172,178,434]
3289,[57,68,77,78,127,146,153,446,477]
3290,[44,52,69,78,80,89,119,125,126,153,448,477]
3291,[41,44,53,57,69,87,92,129,177,209,432,434]
3292,[68,76,77,78,79,80,135,136,142,154,432,464,486]
3293,[45,69,77,78,80,88,119,134,146,434,440,483,486]
3294,[44,78,79,80,119,125,131,135,168,234,438,502]
3295,[45,46,57,76,78,119,126,134,143,174,182,241,438]
3296,[37,43,44,48,77,80,115,129,137,176,299,436,438]
3297,[51,52,65,68,75,88,92,114,125,168,182,268,436]
3298,[41,93,119,127,134,136,141,176,182,215,502]
3299,[42,44,46,65,119,126,127,140,432,483,485,487]
3300,[190,206,284,518]
3301,[190,206,282,284]
3302,[180,184,282,495]
3303,[197,199,287]
3304,[180,188]
3305,[184,199,523]
3306,[60,73,107,158,167]
3307,[56,65,73,76,78,96,126,128,164,443,450,476]
3308,[60,76,78,83,117,138,232,444,469,503]
3309,[60,78,96,117,126,241,271,449,475]
3310,[56,73,76,78,117,128,139,232,469,470,503]
3311,[73,78,97,117,128,168,271,449,475]
3312,[76,78,83,97,117,138,154,167,183,486]
3313,[52,73,78,82,96,126,128,138,164,447,450,476]
3314,[78,82,96,117,126,138,146,154,167,483,486]
3315,[36,60,76,78,83,96,138,146,164,443,447,476]
3316,[52,65,83,96,117,125,128,139,158,183,483,486]
3800,[48,52,57,65,69,98,130,135,136,172,480,483]
3801,[37,52,81,85,98,126,131,141,146,173,209,464,483]
3802,[41,65,76,78,85,126,137,140,144,446,448,452,477]
3803,[75,78,85,94,126,129,141,143,173,178,440,483]
3804,[51,59,69,74,98,126,135,146,241,268,299,502]
3805,[36,47,75,76,126,132,133,136,170,171,263,437]
3806,[36,49,51,61,74,75,126,135,138,182,268,299,449]
3807,[36,63,65,67,90,98,132,133,182,241,262,263]
3808,[39,48,59,61,92,100,132,137,170,262,299,439]
3809,[47,61,67,75,76,90,136,146,147,172,183,483,499]
3810,[47,65,69,75,128,130,131,138,147,170,239,241,436]
3811,[36,47,57,90,98,124,126,136,239,241,263,299]
3812,[57,61,65,76,128,131,133,135,146,196,435,473,494]
3813,[39,51,66,90,130,135,141,147,171,182,239,439]
3814,[39,63,65,75,103,126,128,137,141,173,183,209,480]
3815,[39,47,49,67,69,85,430,459,494]
3816,[47,49,63,66,74,81,94,131,135,182,299,436,437]
3817,[39,66,90,130,133,136,141,171,182,261,502]
3818,[36,47,51,59,90,94,122,130,146,172,173,483]
3819,[74,85,94,98,141,146,241,437,439]
3820,[36,39,65,81,85,98,126,131,141,173,209,483,499]
3821,[39,51,90,133,135,136,141,147,430,461,473,498]
3822,[47,63,66,74,81,92,133,135,172,173,480,499]
3823,[36,52,63,74,76,85,137,138,141,196,430,463,488]
3824,[47,48,65,81,90,94,126,130,459,463,473,494]
3825,[47,48,63,66,94,103,131,136,262,299,466,502]
3826,[47,76,81,90,94,100,128,130,171,262,299,449]
3827,[36,51,59,64,75,108,135,138,147,172,464,483,486]
3828,[61,64,70,88,92,125,130,133,139,172,183,480,486]
3829,[74,88,89,108,142,146,259,444,508]
3830,[51,55,59,61,92,125,135,138,147,259,292,470,503]
3831,[47,59,61,62,64,89,115,155,157,472]
3832,[66,70,75,99,115,122,257,292,508]
3833,[36,62,67,124,127,133,258,503,508]
3834,[99,127,130,135,136,142,155,157,484]
3835,[55,59,66,81,88,92,124,136,172,173,464,480]
3836,[47,51,59,81,90,92,94,130,257,444,470,503]
3837,[55,62,63,89,92,94,99,147,172,464,485,499]
3838,[43,44,78,81,119,128,130,144,179,433,463,473]
3839,[41,119,134,136,141,442,465,473,498]
3840,[46,62,93,124,136,143,144,165,174,182,437]
3841,[44,77,93,114,131,134,135,140,434,440,480,485]
3842,[51,59,78,89,95,119,138,142,144,173,434,486,487]
3843,[43,48,66,81,131,134,143,173,177,440,480]
3844,[48,78,94,95,119,140,168,171,174,175]
3846,[87,93,119,134,135,141,142,176,215,237,502]
3847,[44,78,81,95,119,130,140,144,168,174,215,299]
3848,[78,118,128,131,137,141,143,442,463,481,488]
3849,[39,70,76,78,94,118,124,141,173,178,183,440]
3850,[40,55,89,114,124,131,135,140,147,435,453,463,465]
3851,[52,65,75,90,92,120,133,139,145,168,237,262,263]
3852,[65,108,114,120,125,147,196,435,474]
3853,[52,67,68,139,145,147,196,435,498]
3854,[51,52,55,86,88,98,108,146,237,241,268,436]
3855,[39,41,46,47,53,58,85,175,176,263,299]
3856,[41,46,59,64,77,116,118,129,132,179,430,433,494]
3857,[49,64,75,76,90,124,126,136,146,237,263,299,475]
3858,[47,48,58,65,75,78,116,131,134,151,431,450,476]
3859,[45,46,67,76,116,124,126,136,431,443,467,476]
3861,[39,41,90,99,119,133,134,136,141,151,431,454,467]
3862,[36,39,75,78,85,94,118,124,143,443,454,476,491]
3863,[43,58,59,69,98,126,134,143,146,151,476,500]
3864,[44,45,46,55,64,65,69,78,134,150,431,450,476]
3865,[47,70,76,78,116,130,134,143,182,299,445,475]
3866,[45,69,77,78,119,126,134,138,143,175,237,241,445]
3867,[36,58,78,116,126,134,136,143,196,433,473,494]
3868,[47,49,64,70,78,116,133,138,143,151,443,500]
3869,[39,43,44,46,48,115,116,129,137,176,262,299,445]
3870,[36,46,49,53,77,130,144,146,150,467,476,491]
3871,[46,49,59,78,90,94,115,138,144,150,151,443,491]
3872,[41,45,65,78,85,124,131,137,144,298,443,454,476]
3873,[46,47,76,78,90,94,115,132,144,151,443,467,491]
3874,[39,66,90,129,130,134,136,141,151,431,454]
3875,[46,124,133,134,143,144,465,488,494]
3876,[44,46,63,131,134,136,143,144,433,463,465,494]
3877,[39,63,70,76,78,81,118,137,143,443,450,454,491]
3878,[46,48,49,55,63,77,99,143,298,431,491,500]
3879,[43,46,76,78,90,94,119,144,179,473,488,494]
3880,[187,231,254]
3881,[233,248,294]
3882,[101,247]
3883,[161,187,284,471]
3884,[187,284,458,471]
3886,[56,61,68,83,116,213,232,258]
3887,[37,43,44,50,80,87,89,95,137,175,176,224,436]
3888,[46,47,61,77,80,86,87,118,129,179,430,433,453]
3889,[78,79,80,89,119,135,138,143,174,224,237,475]
3890,[40,44,61,79,80,114,128,134,139,150,431,450]
3891,[47,51,55,70,76,120,128,136,139,182,224,262,449]
3892,[37,52,55,75,103,126,128,137,141,173,209,480,486]
3893,[38,41,72,83,87,123,193,430,442]
3894,[56,57,58,67,200,272]
3895,[98,214,243,274]
3896,[54,69,82,108,200,213]
3897,[37,39,41,83,87,121,123,129,176,261,271,439]
3898,[38,46,49,61,64,72,77,95,129,172,178,432,434]
3899,[43,44,46,47,48,56,73,121,174,262,271,299]
3900,[40,47,49,62,73,83,92,121,132,234,262,264,299]
3901,[45,53,66,70,75,98,99,115,179,196,459,465]
3902,[257]
3903,[105,509]
3904,[206,248]
3905,[71,83,88,117,135,147,182,237,269,502]
3906,[36,52,65,73,83,117,126,146,200,444,470,503]
3907,[282,458,495]
3908,[282,289,294,495]
3909,[38,39,41,56,84,123,176,261,264]
3910,[43,47,49,56,59,60,82,156,433,453,494]
3911,[282,495]
3912,[184,282,289]
3913,[184,254,289]
3914,[112,203,226]
3915,[113,203,225]
3916,[106]
3917,[102,245]
3918,[102,457]
3919,[38,53,62,67,85,132,165,261,263]
3920,[55,74,86,88,89,94,99,140,234,237,436,437]
3921,[231,246]
3922,[184,187,190,206]
3923,[233,246]
3924,[231,246,294]
3925,[71,117,141,253,484]
3926,[199,231,282]
3927,[73,76,78,83,97,125,138,139,164,443,447,450]
3928,[84,95,100,115,121,232,257,441]
3929,[161,231,284]
3930,[161,187,231]
3931,[496]
3932,[220,250]
3933,[187,231,458]
3934,[231,284,489]
3935,[233,282,458]
3936,[233,282,489]
3937,[233,282,489]
3938,[212,280,288,458]
3939,[212,281,287,489]
3940,[161,233,282]
3941,[40,57,65,127,136,145,258,470,508]
3942,[47,49,62,77,94,124,143,144,147,152,446,451,479]
3943,[44,55,77,93,135,140,143,144,175,234,466,502]
3944,[71,82,83,88,134,135,136,147,164,431,500]
3945,[61,77,78,79,124,127,134,138,170,175,237,449]
3946,[37,39,56,82,123,129,156,430,442]
3947,[46,57,77,119,126,134,143,146,147,213,469,503,508]
3948,[46,47,59,74,99,134,143,144,147,173,434,440,499]
3949,[185,206,254]
3950,[161,188,192,212]
3951,[199,289,495]
3952,[199,233,294,495]
3953,[233,254,495]
3954,[40,43,44,47,73,77,83,84,165,175,271,436]
3955,[40,50,52,53,65,103,127,130,142,172,483,485]
3956,[51,52,53,89,94,140,142,146,215,234,241,436]
3957,[45,66,70,75,99,100,115,179,459,461,481]
3958,[43,48,51,55,78,80,128,134,213,292,469,470]
3959,[42,53,84,95,96,115,121,162,179,193,459]
3960,[36,65,73,76,96,117,139,168,241,264,475]
3961,[46,47,56,60,62,84,132,165,175,264,299]
3962,[56,64,80,97,120,170,269,445]
3964,[84,95,97,100,115,156,162,179]
3965,[41,56,82,84,87,129,155,157,253]
3966,[49,76,90,120,124,132,133,147,258,292,444,503]
3967,[50,78,79,80,119,128,131,134,138,168,174,237,438]
3968,[64,80,82,83,120,232,259,272]
3969,[62,81,90,92,115,138,139,142,172,173,183,485]
3970,[90,117,121,127,171,215,264]
3971,[40,45,62,65,76,126,133,136,139,170,215,263,466]
3972,[114,124,137,138,139,141,430,463,481]
3973,[45,50,52,88,89,125,126,135,138,224,268,466,482]
3974,[59,75,86,88,126,135,138,146,171,224,268,490]
3975,[71,83,117,133,136,147,182,237,239,264]
3977,[43,78,80,86,130,135,138,143,213,292,444,469]
3978,[37,59,69,85,86,122,268,299,439]
3979,[65,75,76,81,85,94,124,137,141,241,261,449,466]
3980,[36,53,62,65,90,94,127,140,165,241,262,482]
3981,[37,53,54,59,77,85,87,174,176,268,299]
3982,[37,51,66,88,130,135,141,171,237,239,439]
3983,[78,79,87,125,131,137,138,141,144,154,178,464,485]
3984,[46,76,78,90,94,95,119,144,165,215,299,449]
3985,[73,81,84,94,117,140,144,167,173,485,487]
3986,[55,65,76,85,124,137,138,141,146,196,430,463,488]
3987,[43,53,94,119,126,144,171,174,175,241]
3988,[188,191,212,254]
3989,[184,233,254]
3991,[36,46,69,77,119,126,134,143,147,272,444,469,508]
3992,[37,49,57,59,85,108,430,453,459]
3993,[73,81,103,117,121,140,158,173,485]
3994,[48,51,52,59,81,94,126,130,453,459,463,473]
3995,[51,72,88,99,141,142,215,237,439]
3996,[44,46,47,53,65,81,119,126,144,151,298,467,476]
3997,[44,45,58,65,116,119,128,134,136,154,432,480,483]
3998,[51,59,77,78,86,94,115,138,144,150,151,447,491]
3999,[51,68,70,76,120,132,133,138,147,172,183,464]
4000,[246,248,362,445]
4001,[169,208,344,445]
4002,[240,273,275,306,444]
4003,[242,273,403,446]
4004,[233,323,446,458]
4013,[243,354]
4014,[199,305]
4015,[243,308]
4016,[180,199,233,408]
4018,[207,313]
4019,[149,302,522]
4020,[189,284,408,519]
4021,[246,283,294,407]
4022,[165,233,254,362,458]
4023,[248,283,408]
4024,[282,294,407,489]
4025,[185,192,254,414]
4026,[243,377]
4028,[164,167,183,232,264,363,443,449,503]
4044,[162,248,254,325]
4098,[155,246,254,366]
4099,[199,303]
4300,[200,258,263,264,317]
4301,[257,259,317,436,439,462]
4302,[155,176,193,253,271,379,442]
4303,[216,221,339]
4304,[170,232,264,271,272,400,445]
4305,[379]
4306,[201,203,204,335]
4307,[333,509]
4308,[156,200,257,361,459]
4309,[226,228,308]
4311,[150,151,153,171,176,237,416,439,452,454,479,482,502]
4312,[150,176,182,237,346,430,431,454,465,467,473,500]
4313,[196,224,237,239,241,268,386,453,464,474,475,483,486]
4314,[156,157,253,261,264,269,379,430,439]
4315,[213,224,232,269,271,317,438]
4316,[248,294,362]
4317,[233,362]
4318,[313,511]
4319,[222,247,373]
4320,[150,153,175,224,234,241,268,416,447,451,475,476,477]
4321,[168,170,171,182,239,262,292,299,317,466,470,475,503]
4322,[170,182,183,196,241,263,386,449,483,494,498,499,502]
4323,[228,230,377]
4324,[164,193,264,346,467,482,498]
4325,[164,167,200,241,271,363,469,476,483]
4326,[231,303,444,458,489]
4327,[193,194,195,196,200,232,387,477,508]
4328,[233,248,348,443,458]
4329,[256,395,492]
4330,[154,158,164,168,232,271,363,450,470]
4331,[157,159,262,263,268,379,435,436,459]
4332,[159,168,196,241,379,463,466,472,484]
4333,[208,273,274,342,440]
4334,[156,193,194,347,461,465,479]
4335,[155,157,165,170,179,224,234,299,379,453,472,494]
4336,[162,165,170,176,178,224,234,386,430,432,433,434]
4337,[173,182,239,262,299,386,437,461,463,466,480,494,499]
4338,[175,246,254,362,458]
4339,[202,238,317]
4340,[317]
4341,[203,219,308]
4342,[289,362,489]
4343,[289,362,458]
4344,[231,362]
4345,[214,225,308]
4346,[161,289,362]
4347,[246,294,362]
4348,[254,289,362]
4349,[211,218,399]
4350,[210,228,314]
4351,[200,259,268,269,400]
4352,[265,313]
4353,[199,231,362]
4354,[199,233,366]
4355,[199,233,408]
4356,[199,233,325]
4357,[206,233,264,362]
4358,[246,301]
4359,[301]
4360,[301]
4361,[208,246,305]
4362,[206,228,305]
4363,[294,305]
4364,[231,301]
4365,[248,301]
4366,[283,301]
4367,[233,301]
4368,[180,301]
4369,[301]
4370,[254,301]
4371,[301]
4372,[219,305]
4373,[208,314]
4374,[219,221,314]
4375,[156,158,172,262,264,269,386,435,436]
4376,[221,222,310]
4377,[369]
4378,[270,332]
4379,[270,385]
4380,[270,318]
4381,[270,304]
4382,[255,270,339]
4384,[210,230,339]
4385,[216,244,332]
4386,[217,236,339]
4387,[227,328]
4388,[244,245,322]
4389,[216,245,318]
4390,[223,245,370]
4391,[222,245,312]
4392,[204,221,245,352]
4393,[204,220,355]
4394,[204,219,354]
4395,[210,330]
4396,[207,358,455]
4397,[207,255,336]
4398,[255,401,455]
4399,[244,380]
4600,[211,326]
4601,[227,388]
4602,[218,326]
4603,[331]
4604,[315]
4605,[331]
4606,[230,364]
4607,[216,394]
4608,[236,364]
4609,[219,251,377]
4610,[220,251,333]
4611,[166,221,251,339]
4612,[150,176,182,237,346,430,431,454,465,467,473,500]
4613,[154,168,176,178,209,241,415,448,452,477,483,485,487]
4614,[172,209,261,262,263,268,386,430,435,436,439,459]
4615,[173,178,292,363,439,444,447,449,454,464,468,490,491]
4616,[151,154,172,182,224,272,292,299,363,440,443,444,500]
4617,[215,234,237,241,268,317,437,444,508]
4618,[165,175,176,261,272,299,317,441,468]
4619,[168,171,224,237,292,299,400,436,444,449,466,470,502]
4620,[152,165,170,174,241,263,416,443,446,449,467,476,477]
4621,[174,263,272,363,431,432,467,476,483,499,502,503,508]
4622,[174,175,239,386,433,437,440,465,487,488,490,502]
4623,[376,493]
4624,[196,263,346,431,443,445,476,490,494]
4625,[161,246,337,440,458]
4626,[231,303,444,458,489]
4627,[150,151,174,179,298,346,436,447,449,450,453,463,491]
4628,[158,159,200,209,253,319,462]
4629,[159,212,252,366]
4630,[174,176,213,234,299,400,439,441,468]
4631,[257,258,261,262,400,462]
4632,[203,221,247,310]
4633,[150,164,193,215,269,346,474]
4634,[279,303,458,517]
4635,[167,194,264,415,446,490,499]
4636,[233,258,303]
4637,[250,334]
4638,[202,306]
4639,[243,314]
4640,[212,233,263,362]
4641,[205,265,359]
4642,[198,201,411]
4643,[167,178,232,253,319,468,472]
4644,[156,162,179,193,232,361,441]
4645,[200,206,212,303]
4646,[175,195,215,239,400,437,438,469,475]
4647,[167,194,269,415,437,451,464]
4648,[165,182,241,263,400,482,490,503,508]
4649,[158,167,194,271,415,440,448,466,480]
4650,[289,362,458]
4651,[205,393]
4652,[248,294,362]
4654,[165,170,182,183,195,258,363,431,432,443,467,469,499]
4655,[170,224,346,431,433,435,443,447,450,466,481,500]
4656,[153,215,268,415,434,438,477,483,486]
4657,[152,153,213,272,387,433,435,444,448,470,473,503]
4658,[153,213,259,387,444,451,453,469,474]
4659,[361,435,444,453,463,470,473,474,488,494,498,503]
4661,[150,175,213,239,268,363,434,444,464,476,483,500,508]
4662,[152,183,263,415,432,445,477,482,483]
4663,[152,165,172,173,237,299,415,434,440,451,479,487,499]
4664,[213,272,361,430,433,442,453,468,494]
4665,[387,430,444,446,451,452,468,488,503]
4666,[152,258,272,387,446,469,494,498,503]
4667,[164,167,232,269,363,444,447,475,486]
4668,[180,199,362]
4669,[180,188,303]
4670,[252,303,478,514]
4671,[185,206,325]
4672,[192,212,325]
4673,[186,206,323]
4674,[232,296,345]
4675,[293,345,508]
4676,[294,303]
4677,[212,290,291,337]
4678,[227,327]
4680,[294,303]
4681,[206,232,248,303]
4682,[206,231,269,362]
4683,[212,231,268,362]
4684,[161,231,237,362,489]
4686,[185,186,248,303]
4687,[231,289,407]
4688,[185,295,362]
4689,[165,167,174,193,264,271,386,432,494]
4691,[206,294,362]
4692,[240,308]
4696,[242,308]
4697,[153,231,246,323,489]
5100,[317,346,363,386,387,400,415,416]
5101,[346,347,379,382,416]
5102,[317,319,361,379,386,400]
5103,[315]
5104,[390]
5105,[347,361,387]
5106,[314,330]
5107,[398]
5108,[371,376]
5109,[310,330,372]
5110,[322,353,380]
5111,[341,372,380]
5112,[380]
5113,[308,375]
5114,[335,376]
5115,[313,384]
5116,[300]
5117,[335,336,358,401]
5118,[380]
5119,[365]
5120,[336]
5121,[381]
5122,[313,336]
5123,[324,399]
5124,[356]
5125,[310,312,352]
5126,[381]
5127,[356,372,384]
5128,[308,344]
5129,[350,373]
5130,[312,353,372]
5131,[304,372,374]
5132,[304,373,384]
5133,[330,352,353]
5134,[312]
5135,[]
5136,[317,345,406]
5139,[]
5141,[362,366,408]
5142,[317]
5143,[306,317,344]
5144,[306,308,309]
5145,[313,359]
5146,[369,388]
5147,[310,373]
5148,[308,310,314]
5149,[313,360]
5150,[362]
5151,[362]
5152,[313,410]
5153,[348,362,407]
5154,[337,362,407]
5156,[325,362,407]
5157,[305,308]
5158,[308,349]
5159,[325,362,408]
5161,[303,317,362]
5162,[300]
5163,[379]
5164,[339,385]
5165,[326,388]
5166,[341,373]
5167,[349,375]
5169,[359,405]
5170,[318,367,370]
5171,[380,412]
5172,[308,336,377]
5173,[358,376]
5174,[313,358]
5175,[372,373,398]
5176,[325,362,366,379]
5177,[308,335,354]
5178,[402,405]
5179,[356,402]
5180,[343,354]
5181,[304,310,339]
5182,[310,340,341]
5183,[326,327]
5184,[314,339,377]
5185,[333,334,339]
5186,[332,339,340]
5187,[304,332,341]
5188,[318,322,332]
5189,[332,385]
5190,[332,412]
5191,[315]
5192,[]
5193,[310,336,339,384]
5194,[324,326]
5195,[326,399]
5196,[327,388]
5197,[328,388]
5198,[388]
5199,[321]
5700,[]
5701,[315]
5702,[315]
5703,[315,331]
5704,[331]
5705,[331]
5706,[356,374,385]
5707,[374]
5708,[353,365,370]
5709,[341,380]
5712,[358,368]
5713,[358]
5714,[332,356,380]
5715,[364,377]
5716,[333,364]
5717,[339,364,394]
5718,[304,394]
5719,[318,394]
5720,[385,394]
5721,[332,394]
5722,[369]
5723,[334,352,355]
5724,[330,340,380]
5725,[405,422]
5726,[374,394]
5727,[378]
5728,[356,365,367]
5729,[352,370]
5730,[351,353]
5731,[329,401,422]
5732,[319,363,379,382,387,415,423]
5733,[346,361,363,386,423]
5734,[347,386,415,416,423]
5735,[350,372]
5738,[326,369]
5739,[395]
5740,[369]
5741,[302,421]
5742,[303,323,325,387]
5743,[303,325,361]
5744,[337,362,407]
5745,[357,418]
5746,[405,420]
5747,[309,375]
5748,[318,353,356]
5749,[312,350]
5750,[310,375]
5751,[303,362,400]
5752,[380,397]
5753,[388]
5754,[335]
5755,[376,411]
5756,[303,323,414]
5757,[343,352]
5759,[353,367,374]
5760,[401]
5761,[344,354]
5763,[357,401]
5764,[336,375]
5765,[332,374,380]
5766,[380]
5767,[356,374,395]
5768,[323,325,347]
5769,[332,380]
5770,[358,410,411]
5771,[323,362,407]
5772,[305,354]
5773,[317]
5774,[374,402]
5775,[356,397]
5776,[372,397]
5777,[374,397]
5778,[357,422]
5779,[305,377]
5780,[309,310,334]
5784,[393]
5785,[366,407]
5786,[302,420]
5787,[374,384,398]
5788,[353,397]
5789,[329,336,359]
5791,[343,355]
5794,[366,407]
5796,[316,366,407]
5798,[343,401]
5800,[301]
5804,[343,404]
5807,[310,335,352,371]
5810,[351,352,404]
5814,[400]
5817,[354,404]
5818,[393]
5822,[356,394]
5830,[305,323,403]
5871,[379]
5872,[407,408]
5874,[303,319,337,366]
6100,[231,234,254,362,458]
6102,[221,223,352]
6103,[186,248,325]
6104,[199,362]
6105,[201,265,266,358]
6106,[221,244,340]
6107,[231,294,362]
6109,[231,325,474,489]
6110,[199,362,460]
6111,[180,199,362]
6113,[283,294,407,518]
6116,[190,283,408]
6117,[184,282,294,407]
6118,[283,294,407,504]
6119,[186,294,337,519]
6143,[199,231,362]
6149,[248,294,295,337]
6151,[294,362]
6153,[282,289,407,458]
6157,[190,283,294,407]
6158,[156,163,194,232,292,387,481]
6159,[157,171,182,237,379,461,474,484,498]
6160,[167,175,193,234,269,271,386,434,453]
6163,[214,217,314]
6175,[242,354]
6178,[240,314]
6179,[199,289,407,495]
6181,[187,283,407,518]
6182,[231,284,407,471]
7000,[231,460,471]
7001,[212,231,284]
7002,[180,192,212]
7003,[212,252,285,291]
7004,[96,169,214,228]
7005,[47,55,74,81,86,124,131,135,147,435,453,461,488]
7006,[248,294]
7007,[246,248,294]
7008,[254,284,471]
7009,[187,254,284]
7010,[246,294]
7011,[61,68,82,97,116,224,264,438]
7012,[59,60,77,82,84,86,89,174,234,269,299]
7013,[38,90,99,141,142,147,182,215,439]
7014,[38,41,93,119,127,133,136,141,431,454,467]
7015,[36,212,233,458,489]
7016,[187,231,489]
7018,[200]
7019,[282,284,294]
7020,[282,283,294,518]
7022,[51,59,86,94,126,130,146,453,459,474,488]
7023,[40,45,52,63,64,76,126,127,147,168,234,239,263]
7024,[43,44,48,59,73,77,82,121,175,271,299,436]
7025,[43,46,47,59,77,82,83,86,121,167,172,177,434]
7026,[116,233,246,248]
7027,[246,282,283,518]
7028,[188,192,254]
7030,[206,504]
7031,[212,495]
7032,[98,161,180,212]
7034,[284,287,288]
7036,[184,199,288,495]
7037,[180,199,520]
7042,[180,233,282]
7044,[199,246,294,471]
7046,[180,186,248]
7050,[294]
7054,[282,287,288,495]
7055,[184,199,233]
7057,[231,294]
7061,[231,294]
7062,[180,233,495]
7064,[206,231,294]
7067,[184,248,283,471]
7068,[184,283,294,505]
7069,[190,246,284,294]
7071,[231,294]
