id,str
1,1,[243,1],[243,1],[1]
2,1,[243,1],[R81_2,R3_2],[3]
3,1,[243,1],[243,1],[2]
4,1,[243,1],[243,1],[4]
5,1,[243,1],[243,1],[1]
6,1,[243,1],[243,1],[1]
2529,1,[243,1],[243,1],[1,5,6,56]
2530,1,[243,1],[243,1],[2,12,16,54,56]
2531,1,[243,1],[243,1],[4,5,6,56]
2532,1,[243,1],[243,1],[1,5,25]
2533,1,[243,1],[R27_1,R9_11],[1,42]
2534,1,[243,1],[243,1],[2,16,25]
2535,1,[243,1],[R27_2,R9_11],[2,42]
2536,1,[R27_17,R9_8],[R27_16,R9_10],[3,14,15,47]
2539,1,[243,1],[243,1],[4,5,25]
2543,1,[R27_5,R9_4],[243,1],[16,25]
2544,1,[R27_7,R9_4],[R81_25,R3_2],[16,17,27]
2545,1,[R27_7,R9_4],[R81_21,R3_2],[5,7,27]
2546,1,[R27_5,R9_4],[243,1],[16,25]
2547,1,[R27_7,R9_4],[R81_32,R3_2],[16,17,27]
2548,1,[R27_2,R9_4],[243,1],[16,25]
2549,1,[243,1],[R81_24,R3_2],[16,17,27]
2550,1,[R27_2,R9_4],[243,1],[16,25]
2551,1,[243,1],[R81_8,R3_2],[2,7,17,23,33]
2552,1,[243,1],[243,1],[16,25]
2554,1,[243,1],[243,1],[16,25]
2559,1,[R27_2,R9_4],[243,1],[16,25]
2560,1,[243,1],[243,1],[1,4,5,16,23,56]
2561,1,[R27_5,R9_4],[243,1],[5,25]
2562,1,[243,1],[R81_212,R3_2],[3,13,21,35]
2563,1,[243,1],[R27_16,R9_10],[3,14,21,46]
2564,1,[243,1],[243,1],[5,16,23,56]
2566,1,[243,1],[243,1],[5,25]
2567,1,[243,1],[R81_14,R3_2],[5,7,27]
2568,1,[243,1],[243,1],[5,25]
3200,1,[R27_25,R9_4],[243,1],[5,8,9,10,48]
3201,1,[R27_25,R9_4],[243,1],[6,8,9,10,11,19,53,54,55,56]
3204,1,[R27_25,R9_4],[243,1],[5,8,9,11,12,18,48]
3205,1,[R27_25,R9_4],[243,1],[5,6,8,9,10,16,48]
3207,2,[R3_1],[R81_199,R3_2],[13,20,26]
3208,2,[R27_21],[R81_202,R3_2],[32,45]
3209,2,[R27_21],[R27_25,R9_10],[14,49]
3210,1,[R3_1,R81_102],[R81_233,R3_2],[13,15,28]
3211,2,[R3_1],[R81_199,R3_2],[13,15,28]
3212,1,[R27_25,R9_4],[243,1],[5,16,18,23,53,56]
3213,1,[243,1],[243,1],[5,6,16,23,56]
3215,1,[R3_1,R81_101],[R81_231,R3_2],[13,20,26]
3220,1,[243,1],[R81_206,R3_2],[5,7,13,27]
3222,1,[243,1],[R27_25,R9_11],[42]
3225,1,[243,1],[243,1],[5,6,16,25]
3228,1,[R27_25,R9_4],[243,1],[8,11,12,16,18,48,53]
3234,1,[R9_4,R27_25],[243,1],[8,10,25]
3262,1,[R27_5,R9_4],[243,1],[5,25]
3263,1,[R27_5,R9_4],[243,1],[5,25]
3273,1,[243,1],[R27_25,R9_10],[13,14,38]
3282,1,[243,1],[R81_238,R3_2],[21,22,32,52]
3902,1,[243,1],[243,1],[11,56]
3904,1,[243,1],[243,1],[5,6,25]
3914,1,[R27_5,R9_7],[R81_206,R3_2],[7,13,20,26]
3981,1,[R27_25,R9_4],[243,1],[8,9,11,12,16,18,48,53]
4000,1,[R27_25,R9_4],[243,1],[6,9,25,48]
4001,1,[R27_27,R9_4],[R81_445,R3_2],[6,9,27,48]
4002,1,[R27_27,R9_4],[R81_444,R3_2],[8,27,33,53,55,56]
4003,1,[R27_27,R9_4],[R81_446,R3_2],[10,27,29,53]
4004,1,[R27_25,R9_4],[243,1],[10,25,29,53]
4015,1,[R27_11,R9_7],[R81_180,R3_2],[11,26,27]
4021,1,[R9_4,R27_25],[243,1],[9,25]
4099,1,[R27_25,R9_4],[243,1],[25,56]
4300,1,[R27_25,R9_4],[243,1],[5,10,16,23,48,56]
4302,1,[R27_25,R9_4],[243,1],[5,9,12,18,31,48,58]
4303,1,[243,1],[R27_25,R9_10],[13,14,35,38,46]
4304,1,[R27_25,R9_4],[243,1],[5,6,9,10,48,56]
4305,1,[R9_4,R27_58],[243,1],[31,48,58]
4600,1,[243,1],[R9_1,R27_51],[7,42,51]
4602,1,[243,1],[R9_3,R27_51],[17,42,51]
5100,1,[R27_25,R9_4],[243,1],[29,31,34,39,48,56]
5102,1,[R27_25,R9_4],[243,1],[31,39,48,56,58]
5106,2,[R27_27],[R27_25,R9_10],[27,38,49]
5107,1,[1,243],[R27_48,R9_10],[41,49]
6100,1,[R27_25,R9_4],[243,1],[8,12,25,48,53]
6102,1,[R27_13,R9_8],[R27_25,R9_10],[13,14,28,38,47]
6105,1,[R9_4,R27_36],[R81_301,R3_2],[15,20,21,36,37,44]
7025,1,[R27_25,R9_4],[243,1],[5,8,9,10,11,12,39,53]
7069,1,[R9_4,R27_25],[243,1],[9,25]
7086,1,[R9_4,R27_25],[243,1],[25]
7204,1,[R9_4,R27_25],[243,1],[25]
7217,1,[R9_4,R27_25],[243,1],[25]
7222,1,[243,1],[R27_11,R9_10],[14,21,46]
7227,1,[243,1],[R81_238,R3_2],[22,35]
7237,1,[R9_4,R27_25],[243,1],[9,25]
7244,1,[R27_25,R9_4],[243,1],[10,16,25]
7257,1,[243,1],[243,1],[11,25]
7258,1,[243,1],[R81_180,R3_2],[21,45]
7259,1,[R27_25,R9_4],[243,1],[25]
7263,1,[R27_23,R9_4],[243,1],[16,25]
7276,1,[R9_4,R27_25],[243,1],[25,53]
7282,1,[R27_23,R9_4],[243,1],[25]
7283,1,[R9_4,R27_25],[243,1],[25]
7284,1,[R9_4,R27_25],[243,1],[19,25]
7285,1,[R9_4,R27_25],[243,1],[9,25]
7399,1,[R27_25,R9_4],[243,1],[5,8,9,10,11,12,39,53]
7400,1,[243,1],[243,1],[11,12,16,25]
