id,str
1,[1]
2,[2]
3,[3]
4,[4]
5,[1]
6,[3,14]
7,[3,21]
8,[2,23]
9,[4,5]
10,[2,16]
11,[3,13]
12,[1,5]
13,[23]
14,[5]
15,[5]
16,[1,7]
17,[23]
18,[5]
19,[16]
20,[3,20]
21,[5]
22,[1,4,23]
265,[20,21,37]
266,[15,21,44]
267,[18,27]
268,[8,16,48]
269,[5,8,48]
270,[22,46]
271,[5,9,48]
272,[9,10,56]
273,[27,53]
274,[27,54]
275,[27,55]
276,[56]
277,[25]
278,[25]
279,[25]
280,[25]
281,[25]
282,[25]
283,[25]
284,[25]
285,[25]
286,[25]
287,[25]
288,[25]
289,[25]
290,[25]
291,[25]
292,[6,11,54,56]
293,[56]
294,[25]
295,[25]
296,[56]
297,[25]
298,[12,19,34,53]
299,[9,11,48,53]
300,[]
301,[25]
302,[45]
303,[25,56]
304,[41,46]
305,[25,27]
306,[27,33,56]
307,[52]
308,[26,27]
309,[26,33]
310,[26,38,41]
311,[33,57]
312,[41,47]
313,[37]
314,[27,38]
315,[59]
316,[25]
317,[48,56]
318,[46,47]
319,[39,56,58]
320,[27,58]
321,[]
322,[47,50]
323,[25,29]
324,[42]
325,[25,31]
326,[42,51]
327,[51]
328,[51]
329,[35,45]
330,[38,49]
331,[59]
332,[46,50]
333,[33,35]
334,[33,38]
335,[26,28,36]
336,[26,35,37]
337,[25,39]
338,[27,31]
339,[35,38,46]
340,[38,50]
341,[41,50]
342,[27,39]
343,[28]
344,[27,48]
345,[56,57]
346,[31,34,48]
347,[29,31]
348,[25,34]
349,[26,30]
350,[30,41]
351,[43,47]
352,[28,38,47]
353,[47,49]
354,[27,28]
355,[28,33]
356,[46,49]
357,[44]
358,[36,37,44]
359,[37,45]
360,[37,52]
361,[31,56]
362,[25,48]
363,[34,39,48,56]
364,[35,52]
365,[47,49]
366,[25,58]
367,[44,46,47]
368,[36]
369,[51]
370,[47]
371,[36,41,47]
372,[41,49]
373,[41]
374,[46,49]
375,[26]
376,[36]
377,[27,35]
378,[]
379,[31,48,58]
380,[49,50]
381,[]
382,[29,34,58]
383,[]
384,[37,41,46]
385,[46]
386,[31,39,48]
387,[29,31,56]
388,[51]
389,[56]
390,[]
391,[25]
392,[25]
393,[45]
394,[46,52]
395,[49]
396,[27,34]
397,[49]
398,[41,49]
399,[42]
400,[48,56]
401,[28,35,44]
402,[45,46]
403,[27,29]
404,[28,43]
405,[45]
406,[56]
407,[25]
408,[25]
409,[30]
410,[30,37]
411,[30,36]
412,[50]
413,[56]
414,[25]
415,[29,39,48]
416,[29,34,48]
417,[36,43]
418,[44,52]
419,[45]
420,[45,52]
421,[45]
422,[44,45]
423,[31,34,39]
424,[43,44]
425,[57]
426,[10,31,55]
427,[10,39,53,54]
428,[9,48,54,55]
429,[10,53,55,56]
430,[8,10,18,31]
431,[9,10,34,54]
432,[9,10,12,39]
433,[9,31,53]
434,[8,9,12,39]
435,[8,10,19,31]
436,[8,11,19,48]
437,[48,53,54]
438,[6,9,48]
439,[8,11,18,48]
440,[9,39,53,54]
441,[11,12,56]
442,[9,18,31]
443,[6,10,34,53]
444,[8,53,55,56]
445,[6,9,48]
446,[10,29,53]
447,[6,8,34,53]
448,[9,19,29,53]
449,[6,48,53,55]
450,[6,9,19,34]
451,[8,29,53]
452,[18,29,55]
453,[8,9,31,53]
454,[18,34,54,55]
455,[22,44]
456,[21,22,52]
457,[15,43]
458,[25,53]
459,[11,16,31]
460,[18,25]
461,[11,31,54]
462,[18,19,56]
463,[19,31,53,55]
464,[8,39,53,54]
465,[12,31,54]
466,[19,48,53,54]
467,[10,12,34,55]
468,[18,53,56]
469,[9,53,55,56]
470,[9,19,55,56]
471,[25]
472,[6,53,58]
473,[9,31,55]
474,[8,31,55]
475,[6,48,53,55]
476,[9,16,34,53]
477,[6,12,16,29]
478,[9,8,34,54]
479,[11,12,29,54]
480,[9,19,39,54]
481,[6,31,54]
482,[12,48,55]
483,[9,16,39,55]
484,[54,55,58]
485,[12,19,39,55]
486,[6,8,39,55]
487,[12,39,53,55]
488,[31,53,55]
489,[25,55]
490,[48,53,54]
491,[11,34,53]
492,[14,49]
493,[36]
494,[9,10,31,53]
495,[25]
496,[57]
497,[45]
498,[]
499,[45]
500,[8,9,34,54]
501,[25]
502,[43]
503,[45]
504,[25]
505,[25]
506,[45]
507,[5]
508,[22]
509,[32,35]
510,[32,46]
511,[32,37]
