id,str
252,[19,1,2]
253,[5,1,2],[25,1,3]
254,[5,1,2],[12,1,2],[16,1,2]
255,[13,2,1],[22,1,1],[56,1,2]
256,[14,2,1],[15,1,2]
257,[23,1,1]
258,[23,1,1]
259,[23,1,1],[25,1,3]
261,[23,1,1]
262,[23,1,1]
264,[5,1,2]
265,[20,2,2],[21,2,1]
266,[21,2,1]
267,[7,1,1],[27,1,2]
269,[23,1,1],[25,1,3]
271,[5,1,2]
272,[23,1,1]
273,[7,1,1],[33,1,1],[53,1,2]
274,[17,1,1]
275,[17,1,1]
277,[8,1,2],[10,1,2],[12,1,2],[19,1,2],[31,1,2],[53,1,2],[54,1,2]
278,[6,1,2],[12,1,2],[53,1,2],[54,1,2]
279,[6,1,2],[8,1,2],[10,1,2],[18,1,2],[53,1,2]
280,[53,1,2],[55,1,2]
281,[6,1,2],[12,1,2],[54,1,2],[55,1,2]
282,[6,1,2],[11,1,2],[16,1,2],[55,1,2]
283,[6,1,2],[9,1,2],[39,1,2],[53,1,2],[54,1,2]
284,[11,1,2],[48,1,2]
285,[8,1,2],[10,1,2],[11,1,2],[18,1,2],[19,1,2]
286,[16,1,2],[19,1,2]
287,[10,1,2],[11,1,2],[48,1,2],[53,1,2],[54,1,2]
288,[6,1,2],[11,1,2],[18,1,2]
289,[8,1,2],[55,1,2]
290,[6,1,2],[12,1,2],[16,1,2],[18,1,2]
291,[16,1,2],[54,1,2],[55,1,2]
292,[23,1,1]
294,[5,1,2],[6,1,2],[10,1,2]
295,[9,1,2],[55,1,2]
296,[5,1,2],[57,1,1]
297,[5,1,2],[18,1,2]
298,[23,1,1]
299,[23,1,1],[56,1,2]
300,[49,2,2]
301,[25,1,3]
302,[31,1,2],[45,2,2],[52,2,1]
303,[56,1,2]
304,[26,1,2],[35,1,1],[37,2,2],[41,2,2],[46,2,1]
305,[25,1,3],[27,1,2]
306,[27,1,2],[33,1,1],[56,1,2]
307,[45,2,2],[57,1,1]
308,[26,1,2],[27,2,2]
309,[33,2,1]
310,[26,1,2],[26,2,2],[27,1,2],[38,2,1],[41,1,2]
379,[25,1,3],[56,1,2]
312,[26,1,2],[28,1,2],[41,2,2],[47,2,2]
313,[37,2,2]
314,[27,1,2]
308,[25,1,3],[26,1,2]
317,[56,1,2]
318,[28,1,2],[44,2,2]
319,[25,1,3],[56,1,2]
380,[41,1,2],[47,1,2],[50,2,2]
321,[51,2,1]
322,[47,2,2],[50,2,2]
323,[29,1,2]
324,[42,1,1]
325,[31,1,2]
326,[42,1,1]
327,[42,1,1]
328,[42,1,1],[47,2,2],[51,2,1]
329,[35,2,1]
330,[28,1,2]
332,[38,1,1],[46,2,1],[50,2,2]
333,[35,1,1]
334,[33,2,1],[38,1,1]
335,[26,2,2],[28,2,2],[36,1,2]
336,[35,2,1]
337,[25,1,3],[39,1,2],[56,1,2]
339,[27,1,2],[35,1,1]
340,[38,1,1],[38,2,1],[50,1,2]
341,[41,1,2],[41,2,2]
342,[27,1,2]
343,[28,2,2],[43,1,3]
344,[27,1,2]
345,[25,1,3],[57,1,1]
346,[56,1,2]
347,[56,1,2]
348,[34,1,2],[56,1,2]
349,[26,2,2]
350,[27,1,2],[30,1,3],[41,2,2]
351,[47,2,2],[43,1,3],[43,2,3]
352,[27,1,2],[28,1,2],[28,2,2]
353,[47,2,2],[49,2,2]
354,[25,1,3],[27,2,2]
355,[33,2,1]
356,[37,1,2],[46,2,1]
357,[44,2,2]
358,[25,1,3],[36,2,2],[37,2,2]
359,[37,2,2],[45,2,2]
360,[52,2,1]
361,[56,1,2]
362,[25,1,3],[48,1,2]
363,[56,1,2]
364,[56,1,2]
365,[47,2,2],[49,2,2]
366,[25,1,3],[58,1,2]
367,[27,1,2],[46,2,1]
368,[44,2,2]
369,[46,2,1],[51,2,1]
370,[28,1,2],[47,2,2]
371,[27,1,2],[36,1,2],[41,2,2],[47,2,2]
372,[37,2,2],[41,2,2]
373,[41,2,2]
374,[44,1,2]
375,[26,2,2]
376,[28,2,2]
377,[25,1,3],[27,2,2],[35,1,1]
378,[43,2,3]
379,[56,1,2]
380,[46,2,1],[47,1,2],[50,2,2]
381,[30,2,3]
382,[56,1,2]
384,[37,2,2],[46,2,1]
385,[35,1,1]
386,[25,1,3],[56,1,2]
387,[56,1,2]
388,[50,2,2],[51,2,1]
389,[57,1,1]
391,[31,1,2],[48,1,2],[58,1,2]
392,[34,1,2],[39,1,2],[56,1,2]
393,[45,2,2]
394,[52,2,1]
395,[49,2,2]
322,[47,1,2]
397,[43,1,3],[45,2,2],[49,2,2]
398,[26,1,2],[49,2,2]
400,[25,1,3],[56,1,2]
401,[25,1,3],[28,2,2],[35,2,1],[44,1,2]
402,[27,1,2],[45,1,2],[45,2,2],[46,2,1]
403,[33,1,1]
404,[28,2,2],[43,1,3]
405,[45,2,2],[52,2,1]
406,[57,1,1]
407,[34,1,2],[39,1,2],[48,1,2],[56,1,2]
408,[31,1,2],[39,1,2],[48,1,2]
409,[30,2,3]
410,[37,2,2]
411,[36,2,2]
412,[50,1,2],[50,2,2]
413,[57,1,1]
414,[29,1,2],[31,1,2],[56,1,2]
415,[56,1,2]
417,[36,2,2],[43,2,3]
418,[52,2,1],[56,1,2]
419,[52,2,1]
420,[52,2,1],[56,1,2]
421,[52,2,1]
422,[44,2,2],[45,2,2]
424,[43,2,3],[44,2,2]
426,[56,1,2]
427,[23,1,1],[56,1,2]
428,[16,1,2]
429,[16,1,2],[23,1,1],[56,1,2]
431,[23,1,1],[56,1,2]
432,[5,1,2],[23,1,1]
433,[56,1,2]
434,[5,1,2],[56,1,2]
435,[16,1,2]
436,[25,1,3]
437,[16,1,2],[56,1,2]
438,[5,1,2]
439,[23,1,1]
443,[23,1,1],[56,1,2]
444,[23,1,1]
445,[5,1,2],[23,1,1],[56,1,2]
446,[23,1,1]
447,[23,1,1]
449,[23,1,1],[56,1,2]
450,[23,1,1]
452,[23,1,1]
453,[5,1,2],[16,1,2],[23,1,1]
454,[23,1,1]
455,[22,2,1]
456,[21,2,1],[56,1,2]
457,[15,2,2]
458,[16,1,2],[53,1,2]
460,[5,1,2],[18,1,2]
461,[23,1,1],[56,1,2]
462,[23,1,1]
464,[23,1,1]
465,[23,1,1],[56,1,2]
466,[56,1,2]
468,[23,1,1],[56,1,2]
469,[23,1,1]
470,[23,1,1]
471,[6,1,2],[8,1,2],[11,1,2],[48,1,2]
472,[16,1,2],[56,1,2]
473,[23,1,1]
474,[16,1,2],[23,1,1]
475,[16,1,2],[23,1,1],[56,1,2]
476,[23,1,1]
477,[23,1,1]
478,[23,1,1]
479,[23,1,1],[56,1,2]
480,[16,1,2],[23,1,1],[56,1,2]
481,[23,1,1]
482,[23,1,1],[56,1,2]
483,[23,1,1],[56,1,2]
484,[16,1,2]
485,[23,1,1]
486,[23,1,1]
487,[56,1,2]
488,[23,1,1]
489,[16,1,2],[55,1,2],[56,1,2]
491,[23,1,1],[56,1,2]
492,[21,2,1]
493,[15,2,2],[20,2,2]
494,[5,1,2],[23,1,1],[56,1,2]
